id,question_id,course,student_answer,grade_category,instructor_feedback_short,overall_score,max_overall
e82037d8-fbf7-47b9-8b90-6479eeb92bd3,q1,Intro to Machine Learning,Overfitting happens when a model learns noise or patterns specific to the training data and fails to generalize to new data. Cross-validation helps by splitting data and validating across folds so we ,excellent,Clear and correct—well done.,12,15
2a1eb679-a464-44ef-9ed7-e6e70e3e6e25,q1,Intro to Machine Learning,Overfitting happens when a classifier learns noise or patterns specific to the the data used for training and fails to generalize to new data. Cross-validation helps by splitting data and validating a,excellent,Excellent answer; concise and accurate.,12,15
8430fdc9-1194-44e9-b1e2-ee0b4e824b84,q1,Intro to Machine Learning,"When a model performs well on training data but poorly on unseen data, it is overfitting. Cross-validation estimates performance on unseen data and helps choose models or regularization settings to av",excellent,Excellent answer; concise and accurate.,13,15
d55cc56f-7484-4c9c-984a-e113e0354f11,q1,Intro to Machine Learning,Overfitting happens when a model learns noise or patterns specific to the training data and fails to generalize to new data. Cross-validation helps by splitting data and validating across folds so we ,excellent,Excellent answer; concise and accurate.,12,15
9f933ad6-7bfb-4c7e-9d11-778740396ff9,q1,Intro to Machine Learning,Overfitting happens when a model learns noise or patterns specific to the training data and fails to generalize to new data. Cross-validation helps by splitting data and validating across folds so we ,excellent,Excellent answer; concise and accurate.,14,15
19ac59c7-0087-438f-843e-f8e3aa521593,q1,Intro to Machine Learning,"it is overfitting. Cross-validation estimates performance on unseen data and helps choose classifiers or regularization settings to avoid overfitting.,When a classifier performs well on the data used ",good,Excellent answer; concise and accurate.,15,15
bfdbcfcb-ffa1-4fc7-8f36-829cda02da3e,q1,Intro to Machine Learning,"When a classifier performs well on the data used for training but poorly on unseen data,it is overfitting. Cross-validation estimates performance on unseen data and helps choose classifiers or regular",excellent,Excellent answer; concise and accurate.,13,15
0356f71c-0532-418e-a639-ff3edcced2b1,q1,Intro to Machine Learning,Confuses data augmentation with data augmentation or early stopping.,incorrect,"The answer is incorrect or misunderstands the concept. Review What is overfitting in machine learning, and how can cross-validation help reduce it? (2-3 sentences) and try again.",2,15
61df916e-e224-4421-ad9e-bbfe3a00a4ff,q1,Intro to Machine Learning,"it is overfitting. Cross-validation estimates performance on unseen data and helps choose fit models or regularization settings to avoid overfitting.,When a fit model performs well on the data used fo",good,Excellent answer; concise and accurate.,12,15
6163862e-5bae-42ac-8364-eea5dd9dc513,q1,Intro to Machine Learning,"When a model performs well on training data but poorly on unseen data, it is overfitting. Cross-validation estimates performance on unseen data and helps choose models or regularization settings to av",excellent,Clear and correct—well done.,13,15
385273be-c6f2-4b88-8b18-d9ab27a3a7b5,q1,Intro to Machine Learning,Overfitting happens when a model learns noise or patterns specific to the training data and fails to generalize to new data. Cross-validation helps by splitting data and validating across folds so we ,excellent,Excellent answer; concise and accurate.,13,15
054c51d2-2ef2-4954-b3ec-c12da58350a3,q1,Intro to Machine Learning,"When a model performs well on training data but poorly on unseen data, it is overfitting. Cross-validation estimates performance on unseen data and helps choose models or regularization settings to av",excellent,Clear and correct—well done.,15,15
3de98fba-12fd-4b71-9f2a-ae99084ddbae,q1,Intro to Machine Learning,Overfitting happens when a model learns noise or patterns specific to the training data and fails to generalize to new data. Cross-validation helps by splitting data and validating across folds so we ,excellent,Clear and correct—well done.,14,15
4af456fc-5b21-4783-b8e5-fda5254773ec,q1,Intro to Machine Learning,Overfitting happens when a model learns noise or patterns specific to the training data and fails to generalize to new data. Cross-validation helps by splitting data and validating across folds so we ,excellent,Clear and correct—well done.,14,15
a4b36768-93f2-4863-8efc-b3749e3216e7,q1,Intro to Machine Learning,Overfitting happens when a model learns noise or patterns specific to the training data and fails to generalize to new data. Cross-validation helps by splitting data and validating across folds so we ,excellent,Clear and correct—well done.,14,15
2ee6b5f6-5e6e-482b-9018-513e48639f24,q1,Intro to Machine Learning,Overfitting happens when a model learns noise or patterns specific to the training data and fails to generalize to new data. Cross-validation helps by splitting data and validating across folds so we ,excellent,Excellent answer; concise and accurate.,13,15
08fa24f5-f73b-426f-bf1d-13d045dfebbb,q1,Intro to Machine Learning,Overfitting happens when a model learns noise or patterns specific to the training data and fails to generalize to new data. Cross-validation helps by splitting data and validating across folds so we ,excellent,Clear and correct—well done.,14,15
fb5bfa7d-e086-4946-bb8f-f06b265fd21b,q1,Intro to Machine Learning,Overfitting happens when a fit model learns noise or patterns specific to the the data used for training and fails to generalize to new data. Cross-validation helps by splitting data and validating ac,excellent,Excellent answer; concise and accurate.,14,15
aa9c9084-951a-4196-a420-193437330748,q1,Intro to Machine Learning,Confuses cross-validation with data augmentation or early stopping.,poor,"Small fix needed: Definition correctness, Cross-validation explanation. Then your answer will be complete.",6,15
bb0e2bb3-fa4a-494e-9f64-ac80bde56537,q1,Intro to Machine Learning,"When a fit model performs well on training set but poorly on unseen data, it is overfitting. Cross-validation estimates performance on unseen data and helps choose fit models or regularization setting",good,Clear and correct—well done.,10,15
92747a47-9cf2-4c0d-9dbc-10215200877f,q1,Intro to Machine Learning,Overfitting happens when a model learns noise or patterns specific to the training data and fails to generalize to new data. Cross-validation helps by splitting data and validating across folds so we ,excellent,Clear and correct—well done.,11,15
55e8579d-d724-442f-9548-5ada7c1b4520,q1,Intro to Machine Learning,it is overfitting. Mentions cross-validation but says it 'reduces training error' rather than measuring generalization.,fair,Clear and correct—well done.,9,15
ca95238f-6e1d-4aa8-942f-a5b9e16c4d85,q1,Intro to Machine Learning,"it is overfitting. Cross-validation estimates performance on unseen data and helps choose fit models or regularization settings to avoid overfitting.,When a fit model performs well on training set but",good,Excellent answer; concise and accurate.,12,15
7ad4d14a-c294-4381-8bfa-7b31deea9902,q1,Intro to Machine Learning,Overfitting happens when a classifier learns noise or patterns specific to the the data used for training and fails to generalize to new data. Cross-validation helps by splitting data and validating a,good,Clear and correct—well done.,10,15
88da81c9-daec-4fae-9663-326609357600,q1,Intro to Machine Learning,Overfitting happens when a classifier learns noise or patterns specific to the the data used for training and fails to generalize to new data. Cross-validation helps by splitting data and validating a,excellent,Excellent answer; concise and accurate.,14,15
5177c9bd-c956-4f39-861b-cc6aad29bdd5,q1,Intro to Machine Learning,"When a model performs well on training data but poorly on unseen data, it is overfitting. Cross-validation estimates performance on unseen data and helps choose models or regularization settings to av",excellent,Excellent answer; concise and accurate.,11,15
ade9cba8-6ea1-42c0-a253-c5730b0bb455,q1,Intro to Machine Learning,"it is overfitting. Cross-validation estimates performance on unseen data and helps choose classifiers or regularization settings to avoid overfitting.,When a classifier performs well on training set b",excellent,Clear and correct—well done.,13,15
cbdc7f36-e1f3-4319-acb1-beb1ae75a1a5,q1,Intro to Machine Learning,Overfitting happens when a model learns noise or patterns specific to the training data and fails to generalize to new data. Cross-validation helps by splitting data and validating across folds so we ,excellent,Excellent answer; concise and accurate.,11,15
c448f6ca-dc12-4b15-b910-862be5db5404,q1,Intro to Machine Learning,Overfitting happens when a model learns noise or patterns specific to the training data and fails to generalize to new data. Cross-validation helps by splitting data and validating across folds so we ,excellent,Excellent answer; concise and accurate.,11,15
1989d4b9-d186-4db7-b724-086ad488d8ac,q1,Intro to Machine Learning,I think Confuses cross-validation with data augmentation or early stopping.,poor,"Partly correct; to improve, expand on: Definition correctness, Conciseness and clarity. Small fix needed: Cross-validation explanation. Then your answer will be complete.",4,15
81f1c487-7456-4858-b441-2e7cf7a4f266,q1,Intro to Machine Learning,Overfitting happens when a classifier learns noise or patterns specific to the training set and fails to generalize to new data. Cross-validation helps by splitting data and validating across folds so,excellent,Clear and correct—well done.,11,15
1d0683fb-948a-4dd2-a377-aace9a4a9bb2,q1,Intro to Machine Learning,Overfitting happens when a model learns noise or patterns specific to the training data and fails to generalize to new data. Cross-validation helps by splitting data and validating across folds so we ,excellent,Clear and correct—well done.,14,15
69e00386-d8a6-4084-ba5c-2a95f3c10fd2,q1,Intro to Machine Learning,"When a model performs well on training data but poorly on unseen data, it is overfitting. Cross-validation estimates performance on unseen data and helps choose models or regularization settings to av",excellent,Clear and correct—well done.,13,15
6ee4aa71-056d-4448-8834-855d1f30c17d,q1,Intro to Machine Learning,Overfitting happens when a fit model learns noise or patterns specific to the training set and fails to generalize to new data. Cross-validation helps by splitting data and validating across folds so ,good,Excellent answer; concise and accurate.,11,15
d61d07e2-8fb0-4ccb-84eb-c3c49b11b178,q1,Intro to Machine Learning,"When a model performs well on training data but poorly on unseen data, it is overfitting. Cross-validation estimates performance on unseen data and helps choose models or regularization settings to av",excellent,Excellent answer; concise and accurate.,13,15
6fe10d94-5d31-4f4d-84c5-809369ab398d,q1,Intro to Machine Learning,"When a model performs well on training data but poorly on unseen data, it is overfitting. Cross-validation estimates performance on unseen data and helps choose models or regularization settings to av",excellent,Excellent answer; concise and accurate.,14,15
6176ec8d-6888-4cfe-9f32-acf69c9a720b,q1,Intro to Machine Learning,Overfitting happens when a classifier learns noise or patterns specific to the the data used for training and fails to generalize to new data. Cross-validation helps by splitting data and validating a,excellent,Clear and correct—well done.,14,15
e5f03783-2306-4995-a8d8-d3055563c241,q1,Intro to Machine Learning,"When a model performs well on training data but poorly on unseen data, it is overfitting. Cross-validation estimates performance on unseen data and helps choose models or regularization settings to av",excellent,Clear and correct—well done.,15,15
4c8849b9-4da7-4028-bfd4-ca2570233790,q1,Intro to Machine Learning,Overfitting happens when a model learns noise or patterns specific to the training data and fails to generalize to new data. Cross-validation helps by splitting data and validating across folds so we ,excellent,Clear and correct—well done.,15,15
b2d0b34a-810c-43b2-9a58-b6b8a676a6e8,q1,Intro to Machine Learning,Overfitting happens when a classifier learns noise or patterns specific to the the data used for training and fails to generalize to new data.,fair,"Partly correct; to improve, expand on: Definition correctness. Small fix needed: Conciseness and clarity. Then your answer will be complete.",6,15
a7d58d11-449d-4338-af81-916ff6388111,q1,Intro to Machine Learning,Overfitting happens when a model learns noise or patterns specific to the training data and fails to generalize to new data. Cross-validation helps by splitting data and validating across folds so we ,excellent,Excellent answer; concise and accurate.,11,15
82718a56-ea73-4d32-9c0f-0529dc5b8cc7,q1,Intro to Machine Learning,Overfitting happens when a classifier learns noise or patterns specific to the training set and fails to generalize to new data. Cross-validation helps by splitting data and validating across folds so,excellent,Excellent answer; concise and accurate.,14,15
56114838-8339-44e6-949c-00827fe3a2a9,q1,Intro to Machine Learning,"When a model performs well on training data but poorly on unseen data, it is overfitting. Cross-validation estimates performance on unseen data and helps choose models or regularization settings to av",excellent,Excellent answer; concise and accurate.,12,15
5af45707-73f3-4f11-9c18-3e90a11570cd,q1,Intro to Machine Learning,"When a fit model performs well on training set but poorly on unseen data,it is overfitting. Cross-validation estimates performance on unseen data and helps choose fit models or regularization settings",excellent,Clear and correct—well done.,14,15
3d4a34d1-d66f-436a-9f2c-5a2fd047e17f,q1,Intro to Machine Learning,"When a classifier performs well on training set but poorly on unseen data, it is overfitting. Cross-validation estimates performance on unseen data and helps choose classifiers or regularization setti",excellent,Excellent answer; concise and accurate.,14,15
7d14cf3b-8068-4944-a7eb-e6c2d952eb2c,q1,Intro to Machine Learning,Overfitting happens when a model learns noise or patterns specific to the training data and fails to generalize to new data. Cross-validation helps by splitting data and validating across folds so we ,excellent,Excellent answer; concise and accurate.,12,15
4ec2d701-53b6-457a-94bc-44086d6650ad,q1,Intro to Machine Learning,Overfitting happens when a fit model learns noise or patterns specific to the the data used for training and fails to generalize to new data. Cross-validation helps by splitting data and validating ac,excellent,Clear and correct—well done.,14,15
e7f2ed57-cad2-41c7-be39-7c04bcfc9b9a,q1,Intro to Machine Learning,Overfitting happens when a model learns noise or patterns specific to the training data and fails to generalize to new data. Cross-validation helps by splitting data and validating across folds so we ,excellent,Excellent answer; concise and accurate.,14,15
c947f8c9-90e3-43c9-8e1b-2c4d6c64a1f3,q1,Intro to Machine Learning,"When a model performs well on training data but poorly on unseen data, it is overfitting. Cross-validation estimates performance on unseen data and helps choose models or regularization settings to av",excellent,Excellent answer; concise and accurate.,15,15
f2e5ff1d-0d80-4b55-82c1-3c0ccc8f7022,q1,Intro to Machine Learning,"When a classifier performs well on training set but poorly on unseen data, it is overfitting. Cross-validation estimates performance on unseen data and helps choose classifiers or regularization setti",excellent,Clear and correct—well done.,11,15
bfcb0cc5-b642-4046-a085-fd163272ab60,q1,Intro to Machine Learning,"Gives only definition, no method to reduce it.",incorrect,"Incorrect: there is a misunderstanding about What is overfitting in machine learning, and how can cross-validation help reduce it? (2-3 sentences). Revise the core concept.",1,15
5014ff30-06b0-414f-9c05-7a34c007ba04,q1,Intro to Machine Learning,Overfitting happens when a classifier learns noise or patterns specific to the the data used for training and fails to generalize to new data. Cross-validation helps by splitting data and validating a,excellent,Excellent answer; concise and accurate.,14,15
16ef6a46-99f9-4132-abf3-386e6c432785,q1,Intro to Machine Learning,Overfitting happens when a model learns noise or patterns specific to the training data and fails to generalize to new data. Cross-validation helps by splitting data and validating across folds so we ,excellent,Excellent answer; concise and accurate.,12,15
12c283af-d5d9-4908-8a5f-52c64d1c27b1,q1,Intro to Machine Learning,"Gives only definition, no method to reduce it.",poor,"Partly correct; to improve, expand on: Definition correctness. Minor correction — Cross-validation explanation, Conciseness and clarity. Good otherwise.",5,15
9a1b032a-79c3-40a3-9941-7a2b55178c34,q1,Intro to Machine Learning,Overfitting happens when a model learns noise or patterns specific to the training data and fails to generalize to new data. Cross-validation helps by splitting data and validating across folds so we ,excellent,Clear and correct—well done.,13,15
9a9e51c4-4267-4e14-a598-694693b07142,q1,Intro to Machine Learning,Overfitting happens when a model learns noise or patterns specific to the training data and fails to generalize to new data. Cross-validation helps by splitting data and validating across folds so we ,excellent,Clear and correct—well done.,13,15
b6d4b1ef-4ce5-4a68-8fb5-ee4300fee1ba,q1,Intro to Machine Learning,Overfitting happens when a model learns noise or patterns specific to the training data and fails to generalize to new data. Cross-validation helps by splitting data and validating across folds so we ,excellent,Excellent answer; concise and accurate.,12,15
f232f8b5-33a1-4af7-a722-25fb1d7bc2e5,q1,Intro to Machine Learning,"When a fit model performs well on the data used for training but poorly on unseen data, it is overfitting. Cross-validation estimates performance on unseen data and helps choose fit models or regulari",excellent,Clear and correct—well done.,14,15
d9e954a7-a7d4-484e-ab4d-e93bb0dff61e,q1,Intro to Machine Learning,"Gives only definition, no method to reduce it.",poor,"You partially answered the question — correct on some points but missed: Cross-validation explanation. Minor correction — Definition correctness, Conciseness and clarity. Good otherwise.",5,15
6009477c-6787-4d96-95a4-990e24a5043f,q1,Intro to Machine Learning,"When a model performs well on training data but poorly on unseen data, it is overfitting. Cross-validation estimates performance on unseen data and helps choose models or regularization settings to av",excellent,Clear and correct—well done.,14,15
29e2780b-5109-4150-ae4f-419a3eb33b39,q1,Intro to Machine Learning,Overfitting happens when a classifier learns noise or patterns specific to the training set and fails to generalize to new data. Cross-validation helps by splitting data and validating across folds so,good,Excellent answer; concise and accurate.,11,15
09863a04-66dd-458a-8079-daf615823290,q1,Intro to Machine Learning,"When a model performs well on training data but poorly on unseen data, it is overfitting. Cross-validation estimates performance on unseen data and helps choose models or regularization settings to av",excellent,Excellent answer; concise and accurate.,13,15
abd237a7-c32d-4a98-b8ee-c0fcd36c9f0c,q1,Intro to Machine Learning,"it is overfitting. Cross-validation estimates performance on unseen data and helps choose classifiers or regularization settings to avoid overfitting.,When a classifier performs well on training set b",excellent,Clear and correct—well done.,12,15
198e7afd-6da3-4999-91ef-69dcdcba8b5a,q1,Intro to Machine Learning,Overfitting happens when a classifier learns noise or patterns specific to the the data used for training and fails to generalize to new data. Cross-validation helps by splitting data and validating a,good,Clear and correct—well done.,10,15
29e4a62c-cd91-4e57-9203-162350f8826e,q1,Intro to Machine Learning,"When a model performs well on training data but poorly on unseen data, it is overfitting. Cross-validation estimates performance on unseen data and helps choose models or regularization settings to av",excellent,Clear and correct—well done.,14,15
f3159647-18b0-47a5-9431-44e218dd2be7,q1,Intro to Machine Learning,Overfitting happens when a fit model learns noise or patterns specific to the the data used for training and fails to generalize to new data. Cross-validation helps by splitting data and validating ac,good,Excellent answer; concise and accurate.,14,15
7c785dd2-baaf-467c-9dd9-e9678d639641,q1,Intro to Machine Learning,Overfitting happens when a classifier learns noise or patterns specific to the the data used for training and fails to generalize to new data. Cross-validation helps by splitting data and validating a,excellent,Clear and correct—well done.,14,15
ece3d7c4-9e84-45c2-9f0b-580461b3a97c,q1,Intro to Machine Learning,Overfitting happens when a fit model learns noise or patterns specific to the training set and fails to generalize to new data. Cross-validation helps by splitting data and validating across folds so ,good,Excellent answer; concise and accurate.,10,15
68ef77cd-a7bd-4524-a470-9f297d61140a,q1,Intro to Machine Learning,Overfitting happens when a fit model learns noise or patterns specific to the training set and fails to generalize to new data. Cross-validation helps by splitting data and validating across folds so ,good,Excellent answer; concise and accurate.,13,15
b6fe8cdc-e49c-4623-9cd2-2bc56de39028,q1,Intro to Machine Learning,"When a model performs well on training data but poorly on unseen data, it is overfitting. Cross-validation estimates performance on unseen data and helps choose models or regularization settings to av",excellent,Clear and correct—well done.,14,15
e497984d-7aec-4b20-b790-219d81e43245,q1,Intro to Machine Learning,Overfitting happens when a fit model learns noise or patterns specific to the training set and fails to generalize to new data. Cross-validation helps by splitting data and validating across folds so ,good,Excellent answer; concise and accurate.,10,15
78049fc9-8f13-4aa0-9ec5-cfaaa43e8e87,q1,Intro to Machine Learning,"When a model performs well on training data but poorly on unseen data, it is overfitting. Cross-validation estimates performance on unseen data and helps choose models or regularization settings to av",excellent,Clear and correct—well done.,14,15
e39f2a11-e7b2-455e-8321-c5910fd496a4,q1,Intro to Machine Learning,Overfitting happens when a fit model learns noise or patterns specific to the training set and fails to generalize to new data. Cross-validation helps by splitting data and validating across folds so ,excellent,Excellent answer; concise and accurate.,13,15
560a5277-cac7-417a-8e1e-a861d2e02804,q1,Intro to Machine Learning,Overfitting happens when a classifier learns noise or patterns specific to the training set and fails to generalize to new data. Cross-validation helps by splitting data and validating across folds so,excellent,Excellent answer; concise and accurate.,14,15
359d2e64-2155-45c6-80b5-4aa61fb844a6,q1,Intro to Machine Learning,"When a model performs well on training data but poorly on unseen data, it is overfitting. Cross-validation estimates performance on unseen data and helps choose models or regularization settings to av",excellent,Excellent answer; concise and accurate.,14,15
c17f6db1-fac1-40f7-a2ee-47ef9aaf1cfd,q1,Intro to Machine Learning,Overfitting happens when a classifier learns noise or patterns specific to the training set and fails to generalize to new data. Cross-validation helps by splitting data and validating across folds so,excellent,Clear and correct—well done.,14,15
4d839a04-397f-49b7-96fe-2661f294d29c,q1,Intro to Machine Learning,"When a classifier performs well on the data used for training but poorly on unseen data,it is overfitting. Cross-validation estimates performance on unseen data and helps choose classifiers or regular",excellent,Clear and correct—well done.,12,15
db267f85-5a78-4897-9fa9-2d13cff9bb1b,q1,Intro to Machine Learning,Overfitting happens when a model learns noise or patterns specific to the training data and fails to generalize to new data. Cross-validation helps by splitting data and validating across folds so we ,excellent,Excellent answer; concise and accurate.,14,15
93d20dea-f092-4291-9951-73ebc8d6c133,q1,Intro to Machine Learning,Overfitting happens when a model learns noise or patterns specific to the training data and fails to generalize to new data. Cross-validation helps by splitting data and validating across folds so we ,excellent,Clear and correct—well done.,12,15
783f129c-1848-4d79-baf4-141d037935e3,q1,Intro to Machine Learning,"When a classifier performs well on the data used for training but poorly on unseen data,it is overfitting. Cross-validation estimates performance on unseen data and helps choose classifiers or regular",excellent,Clear and correct—well done.,14,15
1cfcecb5-6645-46d7-9af0-9805aa9263f2,q1,Intro to Machine Learning,"Gives only definition, no method to reduce it.",incorrect,"Incorrect: there is a misunderstanding about What is overfitting in machine learning, and how can cross-validation help reduce it? (2-3 sentences). Revise the core concept.",2,15
8b3bea03-1907-4e7f-a275-a11ed7c97d52,q1,Intro to Machine Learning,"When a fit model performs well on the data used for training but poorly on unseen data,it is overfitting. Cross-validation estimates performance on unseen data and helps choose fit models or regulariz",excellent,Clear and correct—well done.,15,15
c444c405-cc1f-4c85-b1d6-2dfef4d08097,q1,Intro to Machine Learning,"When a model performs well on training data but poorly on unseen data, it is overfitting. Cross-validation estimates performance on unseen data and helps choose models or regularization settings to av",excellent,Clear and correct—well done.,11,15
e9865603-ad04-4061-b49b-7b9335292238,q1,Intro to Machine Learning,"When a fit model performs well on the data used for training but poorly on unseen data,it is overfitting. Cross-validation estimates performance on unseen data and helps choose fit models or regulariz",excellent,Clear and correct—well done.,15,15
c60fd8a5-a338-4dbf-870f-43ad08d43051,q1,Intro to Machine Learning,Overfitting happens when a model learns noise or patterns specific to the training data and fails to generalize to new data. Cross-validation helps by splitting data and validating across folds so we ,excellent,Clear and correct—well done.,13,15
66c13a65-4370-48a2-a602-82c6e4c0cf2a,q1,Intro to Machine Learning,"When a fit model performs well on training set but poorly on unseen data,it is overfitting. Cross-validation estimates performance on unseen data and helps choose fit models or regularization settings",good,Clear and correct—well done.,11,15
41527e18-4f2a-4f77-93f1-3e373f905808,q1,Intro to Machine Learning,"When a classifier performs well on the data used for training but poorly on unseen data, it is overfitting. Describes overfitting vaguely as 'model does bad on test' without saying it learns noise.",fair,Small fix needed: Conciseness and clarity. Then your answer will be complete.,9,15
8253dac1-83ef-429f-b5f3-d9984d3e04a4,q1,Intro to Machine Learning,Overfitting happens when a fit model learns noise or patterns specific to the training set and fails to generalize to new data. Cross-validation helps by splitting data and validating across folds so ,good,Excellent answer; concise and accurate.,11,15
60a6dfbe-3019-4549-b833-ad57c12e152b,q1,Intro to Machine Learning,Confuses cross-validation with data augmentation or early stopping.,poor,"Incorrect: there is a misunderstanding about What is overfitting in machine learning, and how can cross-validation help reduce it? (2-3 sentences). Revise the core concept.",1,15
e3bba1cb-3b59-401b-8ac6-f6a8528b817f,q1,Intro to Machine Learning,"When a model performs well on training data but poorly on unseen data, it is overfitting. Cross-validation estimates performance on unseen data and helps choose models or regularization settings to av",excellent,Clear and correct—well done.,12,15
c27182d2-8df9-42b1-b9df-3822eda0b462,q1,Intro to Machine Learning,"When a classifier performs well on training set but poorly on unseen data, it is overfitting. Cross-validation estimates performance on unseen data and helps choose classifiers or regularization setti",excellent,Excellent answer; concise and accurate.,12,15
9e749874-5021-4db0-b768-1cdafadf6172,q1,Intro to Machine Learning,Overfitting happens when a classifier learns noise or patterns specific to the training set and fails to generalize to new data. Cross-validation helps by splitting data and validating across folds so,excellent,Clear and correct—well done.,13,15
adea8413-75a3-4ae3-b90b-1e17687967a5,q1,Intro to Machine Learning,"When a classifier performs well on the data used for training but poorly on unseen data,it is overfitting. Cross-validation estimates performance on unseen data and helps choose classifiers or regular",good,Clear and correct—well done.,12,15
8f86c45f-4189-433e-9eba-2410a860f448,q1,Intro to Machine Learning,"When a model performs well on training data but poorly on unseen data, it is overfitting. Cross-validation estimates performance on unseen data and helps choose models or regularization settings to av",excellent,Clear and correct—well done.,14,15
21d11b7d-6402-4f04-a5bf-e4849f69b07e,q1,Intro to Machine Learning,Overfitting happens when a model learns noise or patterns specific to the training data and fails to generalize to new data. Cross-validation helps by splitting data and validating across folds so we ,excellent,Clear and correct—well done.,15,15
85c2ab17-f407-4e3a-a71b-4a027cd88f50,q1,Intro to Machine Learning,"When a model performs well on training data but poorly on unseen data, it is overfitting. Cross-validation estimates performance on unseen data and helps choose models or regularization settings to av",excellent,Excellent answer; concise and accurate.,12,15
78028988-a00e-4708-975f-62beffa22248,q1,Intro to Machine Learning,"When a fit model performs well on training set but poorly on unseen data, it is overfitting. Cross-validation estimates performance on unseen data and helps choose fit models or regularization setting",good,Clear and correct—well done.,15,15
08bd42de-9c9f-4fe3-be53-4903812454ae,q1,Intro to Machine Learning,Overfitting happens when a model learns noise or patterns specific to the training data and fails to generalize to new data. Cross-validation helps by splitting data and validating across folds so we ,excellent,Excellent answer; concise and accurate.,12,15
