id,question_id,course,student_answer,grade_category,instructor_feedback_short,overall_score,max_overall
69b16e73-364c-4089-8c83-519c389266ec,q1,Intro to Machine Learning,Overfitting happens when a model learns noise or patterns specific to the training data and fails to generalize to new data. Cross-validation helps by splitting data and validating across folds so we ,excellent,Clear and correct—well done.,13,15
a4d1dc8f-05e6-4fa0-9247-97206817be83,q1,Intro to Machine Learning,"When a classifier performs well on the data used for training but poorly on unseen data,it is overfitting. Mentions cross-validation but says it 'reduces training error' rather than measuring generali",fair,"Partly correct; to improve, expand on: Definition correctness. Small fix needed: Conciseness and clarity. Then your answer will be complete.",6,15
16ad4600-ff9d-47c9-863c-15db7f497225,q1,Intro to Machine Learning,"When a fit model performs well on the data used for training but poorly on unseen data, it is overfitting.",fair,"Small fix needed: Definition correctness, Conciseness and clarity. Then your answer will be complete.",7,15
bebe0460-5496-419f-b883-87e2b24ab232,q1,Intro to Machine Learning,"When a classifier performs well on training set but poorly on unseen data, it is overfitting. Cross-validation estimates performance on unseen data and helps choose classifiers or regularization setti",good,Excellent answer; concise and accurate.,10,15
a9d59716-f782-4198-a230-26adefc1d223,q1,Intro to Machine Learning,Overfitting happens when a model learns noise or patterns specific to the training data and fails to generalize to new data. Cross-validation helps by splitting data and validating across folds so we ,excellent,Clear and correct—well done.,14,15
b5888985-1025-4726-9b49-d8bd266f9dec,q1,Intro to Machine Learning,"When a model performs well on training data but poorly on unseen data, it is overfitting. Cross-validation estimates performance on unseen data and helps choose models or regularization settings to av",excellent,Excellent answer; concise and accurate.,13,15
7852ba4e-3f61-4e25-920e-d5611120a006,q1,Intro to Machine Learning,"When a fit model performs well on the data used for training but poorly on unseen data,it is overfitting. Cross-validation estimates performance on unseen data and helps choose fit models or regulariz",excellent,Excellent answer; concise and accurate.,13,15
daf60593-cfc4-4ac0-956f-8fd09acb0173,q1,Intro to Machine Learning,"When a model performs well on training data but poorly on unseen data, it is overfitting. Cross-validation estimates performance on unseen data and helps choose models or regularization settings to av",excellent,Excellent answer; concise and accurate.,13,15
8b666f81-0093-439e-aab9-643e7c480f1c,q1,Intro to Machine Learning,"When a model performs well on training data but poorly on unseen data, it is overfitting. Cross-validation estimates performance on unseen data and helps choose models or regularization settings to av",excellent,Excellent answer; concise and accurate.,14,15
56ff8e27-375d-4a4e-921b-aeb587c57f4b,q1,Intro to Machine Learning,Overfitting happens when a model learns noise or patterns specific to the training data and fails to generalize to new data. Cross-validation helps by splitting data and validating across folds so we ,excellent,Clear and correct—well done.,15,15
46260ca5-ba9a-426d-8875-3f5366ff9d5d,q1,Intro to Machine Learning,"When a classifier performs well on the data used for training but poorly on unseen data,it is overfitting. Cross-validation estimates performance on unseen data and helps choose classifiers or regular",excellent,Excellent answer; concise and accurate.,14,15
4e55abec-d296-494d-b39d-7d223e7e6a63,q1,Intro to Machine Learning,"When a model performs well on training data but poorly on unseen data, it is overfitting. Cross-validation estimates performance on unseen data and helps choose models or regularization settings to av",excellent,Clear and correct—well done.,13,15
6229c042-7e27-4ba5-915b-cbd3ca0b9177,q1,Intro to Machine Learning,"When a model performs well on training data but poorly on unseen data, it is overfitting. Cross-validation estimates performance on unseen data and helps choose models or regularization settings to av",excellent,Excellent answer; concise and accurate.,14,15
3625dbee-d571-4e73-88f1-78ab635bd21c,q1,Intro to Machine Learning,Confuses cross-validation with data augmentation or early stopping.,poor,"You partially answered the question — correct on some points but missed: Definition correctness, Cross-validation explanation. Minor correction — Conciseness and clarity. Good otherwise.",3,15
2a5cc30e-c191-451b-ad71-381b03ef27d5,q1,Intro to Machine Learning,Describes overfitting vaguely as 'model does bad on test' without saying it learns noise.,poor,"Incorrect: there is a misunderstanding about What is overfitting in machine learning, and how can cross-validation help reduce it? (2-3 sentences). Revise the core concept.",2,15
14787353-54cc-4b7e-8888-d6112d4aaa13,q1,Intro to Machine Learning,"it is overfitting. Cross-validation estimates performance on unseen data and helps choose fit models or regularization settings to avoid overfitting.,When a fit model performs well on the data used fo",excellent,Excellent answer; concise and accurate.,14,15
74e0d4c4-01b6-4f91-a8c6-c7906ce66334,q1,Intro to Machine Learning,Overfitting happens when a classifier learns noise or patterns specific to the training set and fails to generalize to new data. Cross-validation helps by splitting data and validating across folds so,excellent,Clear and correct—well done.,13,15
2b9dfe9a-101e-4a09-b8c2-ace63f56a17e,q1,Intro to Machine Learning,"When a model performs well on training data but poorly on unseen data, it is overfitting. Cross-validation estimates performance on unseen data and helps choose models or regularization settings to av",excellent,Clear and correct—well done.,14,15
eb069e1d-c838-4148-ab7e-6362e43aec01,q1,Intro to Machine Learning,Overfitting happens when a fit model learns noise or patterns specific to the training set and fails to generalize to new data.,fair,"Minor correction — Definition correctness, Conciseness and clarity. Good otherwise.",7,15
bd118327-5447-4dc0-be54-3784f4be3908,q1,Intro to Machine Learning,Describes overfitting vaguely as 'model does bad on test' without saying it learns noise.,poor,"You partially answered the question — correct on some points but missed: Definition correctness. Minor correction — Cross-validation explanation, Conciseness and clarity. Good otherwise.",5,15
97b4df14-280e-4513-8639-20eb2867d49c,q1,Intro to Machine Learning,Overfitting happens when a model learns noise or patterns specific to the training data and fails to generalize to new data. Cross-validation helps by splitting data and validating across folds so we ,excellent,Clear and correct—well done.,13,15
99d52c3d-79f9-4b7c-96e7-622116ac3f77,q1,Intro to Machine Learning,"it is overfitting. Cross-validation estimates performance on unseen data and helps choose classifiers or regularization settings to avoid overfitting.,When a classifier performs well on the data used ",excellent,Clear and correct—well done.,14,15
1e72a02b-79c8-4166-b14f-aa380850e3f1,q1,Intro to Machine Learning,Overfitting happens when a fit model learns noise or patterns specific to the the data used for training and fails to generalize to new data. Cross-validation helps by splitting data and validating ac,good,Clear and correct—well done.,11,15
1262884e-b153-40de-89a0-3d8e40760dc0,q1,Intro to Machine Learning,"When a model performs well on training data but poorly on unseen data, it is overfitting. Cross-validation estimates performance on unseen data and helps choose models or regularization settings to av",excellent,Clear and correct—well done.,12,15
d2825aee-52dc-4b27-871e-a5d00558fccd,q1,Intro to Machine Learning,"When a model performs well on training data but poorly on unseen data, it is overfitting. Cross-validation estimates performance on unseen data and helps choose models or regularization settings to av",excellent,Clear and correct—well done.,14,15
dd7252dd-fb4b-49fe-8ec3-ab76e8d65eb1,q1,Intro to Machine Learning,Overfitting happens when a model learns noise or patterns specific to the training data and fails to generalize to new data. Cross-validation helps by splitting data and validating across folds so we ,excellent,Excellent answer; concise and accurate.,13,15
83849a1b-3143-4457-97c0-52ff07a30fdf,q1,Intro to Machine Learning,Overfitting happens when a fit model learns noise or patterns specific to the training set and fails to generalize to new data. Cross-validation helps by splitting data and validating across folds so ,excellent,Excellent answer; concise and accurate.,13,15
b30d489f-10df-45e4-ad30-35f399bc9133,q1,Intro to Machine Learning,Overfitting happens when a model learns noise or patterns specific to the training data and fails to generalize to new data. Cross-validation helps by splitting data and validating across folds so we ,excellent,Excellent answer; concise and accurate.,13,15
292e451e-e82e-4733-9b14-857312d2869d,q1,Intro to Machine Learning,"When a model performs well on training data but poorly on unseen data, it is overfitting. Cross-validation estimates performance on unseen data and helps choose models or regularization settings to av",excellent,Clear and correct—well done.,14,15
4b2e860b-7223-4a70-b69f-6bda0d87907a,q1,Intro to Machine Learning,Overfitting happens when a model learns noise or patterns specific to the training data and fails to generalize to new data. Cross-validation helps by splitting data and validating across folds so we ,excellent,Excellent answer; concise and accurate.,14,15
a7a4f26c-a15e-43fd-a9e2-8bb14981cfb4,q1,Intro to Machine Learning,"When a model performs well on training data but poorly on unseen data, it is overfitting. Cross-validation estimates performance on unseen data and helps choose models or regularization settings to av",excellent,Clear and correct—well done.,12,15
d03b7e7c-57b8-48bb-aa08-5db0f429a4e1,q1,Intro to Machine Learning,Overfitting happens when a model learns noise or patterns specific to the training data and fails to generalize to new data. Cross-validation helps by splitting data and validating across folds so we ,excellent,Excellent answer; concise and accurate.,11,15
50663782-f212-401c-8737-9e3d847005f7,q1,Intro to Machine Learning,"When a model performs well on training data but poorly on unseen data, it is overfitting. Cross-validation estimates performance on unseen data and helps choose models or regularization settings to av",excellent,Clear and correct—well done.,15,15
8273972c-8289-48a6-b3ae-287c7090bb78,q1,Intro to Machine Learning,I think Confuses cross-validation with data augmentation or early stopping.,poor,"The answer is incorrect or misunderstands the concept. Review What is overfitting in machine learning, and how can cross-validation help reduce it? (2-3 sentences) and try again.",2,15
c62f17d9-c5cf-4d6f-86ba-122dfdde36d9,q1,Intro to Machine Learning,"it is overfitting. Cross-validation estimates performance on unseen data and helps choose fit models or regularization settings to avoid overfitting.,When a fit model performs well on the data used fo",excellent,Clear and correct—well done.,15,15
c6532d86-2eca-4377-a067-d5eedb6a7b29,q1,Intro to Machine Learning,"When a model performs well on training data but poorly on unseen data, it is overfitting. Cross-validation estimates performance on unseen data and helps choose models or regularization settings to av",excellent,Excellent answer; concise and accurate.,12,15
b9207e41-3605-422a-afcc-979150eae5f7,q1,Intro to Machine Learning,Overfitting happens when a classifier learns noise or patterns specific to the training set and fails to generalize to new data. Cross-validation helps by splitting data and validating across folds so,excellent,Excellent answer; concise and accurate.,12,15
a8dc83ae-3009-43d3-a36d-ae84cd41c42c,q1,Intro to Machine Learning,Overfitting happens when a classifier learns noise or patterns specific to the the data used for training and fails to generalize to new data. Cross-validation helps by splitting data and validating a,good,Excellent answer; concise and accurate.,11,15
b17c4896-c2d7-4ad9-a9fa-662b02f9bb70,q1,Intro to Machine Learning,Overfitting happens when a model learns noise or patterns specific to the training data and fails to generalize to new data. Cross-validation helps by splitting data and validating across folds so we ,excellent,Excellent answer; concise and accurate.,12,15
035b5c2d-a026-4223-9007-5ce5d9d749f9,q1,Intro to Machine Learning,"it is overfitting. Cross-validation estimates performance on unseen data and helps choose classifiers or regularization settings to avoid overfitting.,When a classifier performs well on the data used ",excellent,Excellent answer; concise and accurate.,12,15
7d4c6663-cee5-4e72-afb6-047d20eff182,q1,Intro to Machine Learning,Overfitting happens when a fit model learns noise or patterns specific to the the data used for training and fails to generalize to new data. Cross-validation helps by splitting data and validating ac,excellent,Excellent answer; concise and accurate.,13,15
f230d0a9-8b56-49bd-bb10-0b42d6859a37,q1,Intro to Machine Learning,Overfitting happens when a model learns noise or patterns specific to the training data and fails to generalize to new data. Cross-validation helps by splitting data and validating across folds so we ,excellent,Excellent answer; concise and accurate.,11,15
fefba61c-0b3f-4ca6-9dd2-766f2e5d9c2b,q1,Intro to Machine Learning,"When a classifier performs well on training set but poorly on unseen data,it is overfitting. Cross-validation estimates performance on unseen data and helps choose classifiers or regularization settin",excellent,Clear and correct—well done.,14,15
137481f6-a678-4d4f-9342-1682f2b4b507,q1,Intro to Machine Learning,"When a model performs well on training data but poorly on unseen data, it is overfitting. Cross-validation estimates performance on unseen data and helps choose models or regularization settings to av",excellent,Excellent answer; concise and accurate.,12,15
4c6f72bd-fb02-4500-8a24-3f10fbbc7b43,q1,Intro to Machine Learning,Overfitting happens when a classifier learns noise or patterns specific to the the data used for training and fails to generalize to new data. Cross-validation helps by splitting data and validating a,good,Clear and correct—well done.,12,15
65d687cb-ab0f-4f09-9ecf-7da85c219950,q1,Intro to Machine Learning,Overfitting happens when a classifier learns noise or patterns specific to the the data used for training and fails to generalize to new data. Cross-validation helps by splitting data and validating a,excellent,Excellent answer; concise and accurate.,14,15
65572a01-32e4-434d-9064-9ff0534c52ea,q1,Intro to Machine Learning,"When a model performs well on training data but poorly on unseen data, it is overfitting. Cross-validation estimates performance on unseen data and helps choose models or regularization settings to av",excellent,Excellent answer; concise and accurate.,15,15
57e806a7-3069-4f2c-81b1-3d8e8bbc9425,q1,Intro to Machine Learning,it is overfitting.,fair,Small fix needed: Conciseness and clarity. Then your answer will be complete.,8,15
e3819488-f3de-45f5-b75a-7007c5160549,q1,Intro to Machine Learning,"When a classifier performs well on the data used for training but poorly on unseen data,it is overfitting. Cross-validation estimates performance on unseen data and helps choose classifiers or regular",excellent,Clear and correct—well done.,14,15
f51c6529-15f4-4e3c-bbc7-303bcbb88d44,q1,Intro to Machine Learning,Overfitting happens when a model learns noise or patterns specific to the training data and fails to generalize to new data. Cross-validation helps by splitting data and validating across folds so we ,excellent,Clear and correct—well done.,11,15
0d39db77-318d-4072-a3a5-1f28ef4af5b4,q1,Intro to Machine Learning,"When a classifier performs well on the data used for training but poorly on unseen data, it is overfitting. Cross-validation estimates performance on unseen data and helps choose classifiers or regula",good,Excellent answer; concise and accurate.,11,15
6b4e35bc-3e07-4a7a-8b49-685b9498a4b5,q1,Intro to Machine Learning,"When a model performs well on training data but poorly on unseen data, it is overfitting. Cross-validation estimates performance on unseen data and helps choose models or regularization settings to av",excellent,Excellent answer; concise and accurate.,12,15
2d26ae80-42dc-491c-8788-81f9fa5876cc,q2,Data Structures,Use BFS when you need shortest path or level information; use DFS for tasks like cycle detection or when you want to explore deep structure with less memory overhead.,excellent,Excellent answer; concise and accurate.,13,15
787acf88-ab79-4a07-acd9-a9385021bd1f,q2,Data Structures,Says BFS is always faster than DFS or vice versa.,poor,"Partly correct; to improve, expand on: Use-case justification, Concise comparison. Small fix needed: Algorithm characteristics. Then your answer will be complete.",4,15
4b2e0f48-113d-4b9b-b8a3-c8381354d43b,q2,Data Structures,BFS explores neighbors level by level and is useful for finding shortest paths in unweighted graphs. DFS goes deep along a branch before backtracking and is useful for topological ordering or searchin,excellent,Clear and correct—well done.,12,15
dfbb55bd-df62-4908-ab9d-c9e831f1f70a,q2,Data Structures,"I think Mixes up use-cases (e.g., says DFS finds shortest paths).",poor,"You partially answered the question — correct on some points but missed: Use-case justification, Concise comparison. Small fix needed: Algorithm characteristics. Then your answer will be complete.",3,15
4665fdb3-9b2f-4952-96a0-8bd541f9d574,q2,Data Structures,BFS explores neighbors level by level and is useful for finding shortest paths in unweighted graphs. DFS goes deep along a branch before backtracking and is useful for topological ordering or searchin,excellent,Clear and correct—well done.,13,15
2d099b6e-8bf7-4798-bb2f-1e947fd70f10,q2,Data Structures,BFS explores neighbors level by level and is useful for finding shortest paths in unweighted graphs. DFS goes deep along a branch before backtracking and is useful for topological ordering or searchin,good,Excellent answer; concise and accurate.,10,15
a8924f94-0e24-43a6-a494-329893f3f0b4,q2,Data Structures,BFS explores neighbors level by level and is useful for finding shortest paths in unweighted graphs. DFS goes deep along a branch before backtracking and is useful for topological ordering or searchin,excellent,Excellent answer; concise and accurate.,14,15
4f827d58-91a3-49e2-a5be-991aa4107acf,q2,Data Structures,Use BFS when you need shortest path or level information; use DFS for tasks like cycle detection or when you want to explore deep structure with less memory overhead.,excellent,Clear and correct—well done.,13,15
de238fe7-7b39-4997-b5fd-320a49ccd3b5,q2,Data Structures,BFS explores neighbors level by level and is useful for finding shortest paths in unweighted graphs. DFS goes deep along a branch before backtracking and is useful for topological ordering or searchin,good,Clear and correct—well done.,12,15
e98c3efb-ca0d-4fab-a210-7e828d16c6e6,q2,Data Structures,BFS explores neighbors level by level and is useful for finding shortest paths in unweighted graphs. DFS goes deep along a branch before backtracking and is useful for topological ordering or searchin,excellent,Excellent answer; concise and accurate.,14,15
f3392fdc-f4ed-458b-a2c4-962352d9f611,q2,Data Structures,I think Says BFS is always faster than DFS or vice versa.,poor,The answer is incorrect or misunderstands the concept. Review Briefly compare BFS and DFS. When would you use one over the other? (2-3 sentences) and try again.,2,15
583e8e81-8053-4b9c-8f35-53df6071dd07,q2,Data Structures,BFS explores neighbors level by level and is useful for finding shortest paths in unweighted graphs. DFS goes deep along a branch before backtracking and is useful for topological ordering or searchin,excellent,Excellent answer; concise and accurate.,14,15
7400d7e5-1bd4-4e21-97ac-c03588e2af38,q2,Data Structures,Use BFS when you need shortest path or level information; use DFS for tasks like cycle detection or when you want to explore deep structure with less memory overhead. Says BFS is always faster than DF,fair,You partially answered the question — correct on some points but missed: Use-case justification. Minor correction — Concise comparison. Good otherwise.,6,15
3de60f5c-130d-45dd-87b7-c29379b25be0,q2,Data Structures,Use BFS when you need shortest path or level information; use DFS for tasks like cycle detection or when you want to explore deep structure with less memory overhead.,excellent,Clear and correct—well done.,14,15
3409c071-7f1f-49ca-b7f5-59ee37d10014,q2,Data Structures,Use BFS when you need shortest path or level information; use DFS for tasks like cycle detection or when you want to explore deep structure with less memory overhead.,excellent,Clear and correct—well done.,12,15
1fb871e4-0e7d-4ab6-b979-566f21fbce1a,q2,Data Structures,BFS explores neighbors level by level and is useful for finding shortest paths in unweighted graphs. DFS goes deep along a branch before backtracking and is useful for topological ordering or searchin,excellent,Clear and correct—well done.,13,15
fb68fbdd-2c73-42fa-a983-27a46c579b08,q2,Data Structures,Use BFS when you need shortest path or level information; use DFS for tasks like cycle detection or when you want to explore deep structure with less memory overhead.,excellent,Excellent answer; concise and accurate.,12,15
4e705f17-c589-4143-a924-a16da5b5345f,q2,Data Structures,BFS explores neighbors level by level and is useful for finding shortest paths in unweighted graphs. DFS goes deep along a branch before backtracking and is useful for topological ordering or searchin,excellent,Clear and correct—well done.,12,15
88df5061-e865-42ee-88f2-317d0d45e137,q2,Data Structures,"Use BFS when you need shortest path or level information; use DFS for tasks like cycle detection or when you want to explore deep structure with less memory overhead. Mixes up use-cases (e.g., says DF",good,Excellent answer; concise and accurate.,14,15
b131745b-f18f-4ccc-beff-edca688d2dd6,q2,Data Structures,BFS explores neighbors level by level and is useful for finding shortest paths in unweighted graphs. DFS goes deep along a branch before backtracking and is useful for topological ordering or searchin,excellent,Clear and correct—well done.,11,15
4f396047-43aa-4ae2-8f4f-1fab4eb5f86c,q2,Data Structures,Use BFS when you need shortest path or level information; use DFS for tasks like cycle detection or when you want to explore deep structure with less memory overhead.,excellent,Clear and correct—well done.,14,15
4c88fd04-fd3f-4a04-a9d9-c9e68e0d7f2c,q2,Data Structures,BFS explores neighbors level by level and is useful for finding shortest paths in unweighted graphs. DFS goes deep along a branch before backtracking and is useful for topological ordering or searchin,excellent,Excellent answer; concise and accurate.,12,15
5102f976-1bdf-4572-a649-ad2d73a2135e,q2,Data Structures,"Use BFS when you need shortest path or level information; use DFS for tasks like cycle detection or when you want to explore deep structure with less memory overhead. Mixes up use-cases (e.g., says DF",good,Excellent answer; concise and accurate.,13,15
7d210933-24b9-40ae-b78b-1425d2151dc7,q2,Data Structures,BFS explores neighbors level by level and is useful for finding shortest paths in unweighted graphs. DFS goes deep along a branch before backtracking and is useful for topological ordering or searchin,excellent,Excellent answer; concise and accurate.,12,15
7e986214-35ac-4e69-89fe-e8cb434e8959,q2,Data Structures,Use BFS when you need shortest path or level information; use DFS for tasks like cycle detection or when you want to explore deep structure with less memory overhead.,excellent,Excellent answer; concise and accurate.,14,15
4e93abd5-f141-4b7e-95bd-ea10aac8bb3e,q2,Data Structures,BFS explores neighbors level by level and is useful for finding shortest paths in unweighted graphs. DFS goes deep along a branch before backtracking and is useful for topological ordering or searchin,excellent,Clear and correct—well done.,14,15
6de7fe61-d303-4322-ada0-ee7c0c82375d,q2,Data Structures,Use BFS when you need shortest path or level information; use DFS for tasks like cycle detection or when you want to explore deep structure with less memory overhead.,excellent,Clear and correct—well done.,13,15
b3e690e6-d7bb-47a3-b10a-032a20c1ff96,q2,Data Structures,Use BFS when you need shortest path or level information; use DFS for tasks like cycle detection or when you want to explore deep structure with less memory overhead.,excellent,Excellent answer; concise and accurate.,14,15
f2fcc5f0-476c-48e5-9960-649804cd0168,q2,Data Structures,Use BFS when you need shortest path or level information; use DFS for tasks like cycle detection or when you want to explore deep structure with less memory overhead.,excellent,Clear and correct—well done.,13,15
24736933-550d-43e8-ac16-a21098796fb6,q2,Data Structures,Use BFS when you need shortest path or level information; use DFS for tasks like cycle detection or when you want to explore deep structure with less memory overhead.,excellent,Excellent answer; concise and accurate.,14,15
78827702-3f2d-4684-bd3c-725539fddac3,q2,Data Structures,BFS explores neighbors level by level and is useful for finding shortest paths in unweighted graphs. DFS goes deep along a branch before backtracking and is useful for topological ordering or searchin,excellent,Clear and correct—well done.,13,15
b30957a9-683b-4961-8fcd-e9d0258d5916,q2,Data Structures,Use BFS when you need shortest path or level information; use DFS for tasks like cycle detection or when you want to explore deep structure with less memory overhead.,good,Clear and correct—well done.,9,15
8e8c3084-26bd-47cd-b5cd-50a6e1b8ff36,q2,Data Structures,BFS explores neighbors level by level and is useful for finding shortest paths in unweighted graphs. DFS goes deep along a branch before backtracking and is useful for topological ordering or searchin,good,Excellent answer; concise and accurate.,10,15
f9e36f29-53b4-4d96-99d1-0b74129ec9e6,q2,Data Structures,BFS explores neighbors level by level and is useful for finding shortest paths in unweighted graphs. DFS goes deep along a branch before backtracking and is useful for topological ordering or searchin,excellent,Excellent answer; concise and accurate.,13,15
8edf6449-ac3b-460d-a1d9-81995696a44b,q2,Data Structures,Use BFS when you need shortest path or level information; use DFS for tasks like cycle detection or when you want to explore deep structure with less memory overhead.,excellent,Excellent answer; concise and accurate.,13,15
7a83b574-e05c-4885-9a60-5c0c33228a73,q2,Data Structures,Use BFS when you need shortest path or level information; use DFS for tasks like cycle detection or when you want to explore deep structure with less memory overhead.,excellent,Clear and correct—well done.,12,15
7e124cae-b5aa-44e0-8283-17ff5c3117d3,q2,Data Structures,Use BFS when you need shortest path or level information; use DFS for tasks like cycle detection or when you want to explore deep structure with less memory overhead.,excellent,Clear and correct—well done.,14,15
09c36aab-d4af-4ae5-bf54-5418f65be5a6,q2,Data Structures,Use BFS when you need shortest path or level information; use DFS for tasks like cycle detection or when you want to explore deep structure with less memory overhead.,excellent,Clear and correct—well done.,14,15
1ec07c17-0294-483f-812d-09a43bba076b,q2,Data Structures,Use BFS when you need shortest path or level information; use DFS for tasks like cycle detection or when you want to explore deep structure with less memory overhead.,excellent,Clear and correct—well done.,13,15
28a29ce0-2243-4ad6-aabe-5fee64b86554,q2,Data Structures,I think Only describes one algorithm but not the other.,poor,"Partly correct; to improve, expand on: Algorithm characteristics, Concise comparison. Minor correction — Use-case justification. Good otherwise.",3,15
3ede1dd1-dc72-45fb-9dbf-abbcd340a088,q2,Data Structures,Use BFS when you need shortest path or level information; use DFS for tasks like cycle detection or when you want to explore deep structure with less memory overhead.,excellent,Excellent answer; concise and accurate.,12,15
1ba477b5-002d-4465-a5bf-a3550d1d2a74,q2,Data Structures,Use BFS when you need shortest path or level information; use DFS for tasks like cycle detection or when you want to explore deep structure with less memory overhead.,excellent,Excellent answer; concise and accurate.,13,15
d78b1a33-6f10-4a60-bcc8-1a0feebc0635,q2,Data Structures,Use BFS when you need shortest path or level information; use DFS for tasks like cycle detection or when you want to explore deep structure with less memory overhead.,excellent,Excellent answer; concise and accurate.,12,15
1155aa55-c781-4dd2-bc59-26474ed686b1,q2,Data Structures,BFS explores neighbors level by level and is useful for finding shortest paths in unweighted graphs. DFS goes deep along a branch before backtracking and is useful for topological ordering or searchin,excellent,Excellent answer; concise and accurate.,13,15
1d6a413d-068e-42eb-8c9b-7cd348e79bc9,q2,Data Structures,Says BFS is always faster than DFS or vice versa.,poor,Incorrect: there is a misunderstanding about Briefly compare BFS and DFS. When would you use one over the other? (2-3 sentences). Revise the core concept.,3,15
421eb0bb-604a-407e-9fac-980df443e19f,q2,Data Structures,BFS explores neighbors level by level and is useful for finding shortest paths in unweighted graphs. DFS goes deep along a branch before backtracking and is useful for topological ordering or searchin,excellent,Excellent answer; concise and accurate.,14,15
420701ba-30a7-4ed9-b931-70200662d054,q2,Data Structures,Use BFS when you need shortest path or level information; use DFS for tasks like cycle detection or when you want to explore deep structure with less memory overhead.,excellent,Clear and correct—well done.,14,15
733e2600-d15b-4bf0-8c22-5f9f5ee9f2d7,q2,Data Structures,Use BFS when you need shortest path or level information; use DFS for tasks like cycle detection or when you want to explore deep structure with less memory overhead.,good,Clear and correct—well done.,11,15
11c3802b-b623-40a5-9614-8424caf685fa,q2,Data Structures,Use BFS when you need shortest path or level information; use DFS for tasks like cycle detection or when you want to explore deep structure with less memory overhead.,excellent,Clear and correct—well done.,15,15
cc3ce94b-dfac-4c24-b487-720d841e2883,q2,Data Structures,"Mixes up use-cases (e.g., says DFS finds shortest paths).",poor,"You partially answered the question — correct on some points but missed: Algorithm characteristics. Minor correction — Use-case justification, Concise comparison. Good otherwise.",5,15
